idPartida;cestinhaJogador1;cestinhaPontos1;cestinhaJogador2;cestinhaPontos2;cestinhaDestaque;assistenciaJogador1;assistencia1;assistenciaJogador2;assistencia;assistenciaDestaque;reboteJogador1;rebote1;reboteJogador2;rebote;reboteDestaque
2247;;;;;;;;;;;;;;;;
2865;11241;17;407;13;;11238;4;11236;3;;11238;7;11186;10;;
2866;1163;17;672;20;;1163;3;1178;5;;1158;9;672;9;;
2867;556;12;660;32;;626;4;670;3;;626;12;1337;14;;
2868;1161;19;579;23;;709;4;568;6;;709;7;1333;8;;
2869;407;25;1367;18;;714;4;1378;4;;11186;13;1365;16;;
2870;739;20;11241;18;;11131;3;11237;3;;11130;13;11237;8;;
2871;581;14;764;18;;1339;3;1158;7;;1337;11;1207;12;;
2872;1322;11;1128;9;;568;7;1128;3;;1333;7;1128;8;;
2873;1371;24;11130;28;;1367;3;737;5;;1373;9;11130;12;;
2874;1091;12;721;11;;1087;5;11236;3;;672;10;407;5;;
2875;11241;13;11148;22;;11237;2;709;10;;1094;5;1161;10;;
2876;11161;14;1134;27;;11161;4;11112;6;;11161;9;11231;12;;
2877;11165;19;1064;25;;520;5;834;10;;11165;6;834;9;;
2878;11136;18;1305;28;;1081;4;1305;5;;11133;12;1307;12;;
2879;735;19;1192;19;;735;3;1184;3;;735;12;1189;9;;
2880;11119;18;1079;21;;11116;3;1071;4;;1121;7;1079;10;;
2881;1305;17;11204;10;;1305;5;11201;4;;744;13;11193;8;;
2882;435;21;11135;14;;11231;5;1081;4;;1133;10;11133;6;;
2883;570;18;11165;14;;1298;2;11163;6;;1190;12;11165;7;;
2884;1079;15;11161;16;;1071;4;1076;4;;1079;8;1076;10;;
2885;1067;25;1121;17;;834;11;1135;3;;834;9;1121;14;;
2886;11165;8;1305;14;;11167;1;586;5;;11164;5;1308;12;;
2887;1081;16;1379;26;;1081;3;1072;3;;11136;9;1379;10;;
2888;11201;22;11112;27;;1149;5;11112;8;;11193;6;1134;8;;
2889;1143;11;1067;26;;1143;5;834;16;;11161;10;1064;12;;
2890;11113;24;1186;14;;1121;4;1186;3;;1121;11;1300;7;;
2891;1067;18;11140;16;;834;15;11219;5;;1064;8;11133;12;;
